$GPGGA,090000.00,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090000.10,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090000.20,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090000.30,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090000.40,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090000.50,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090000.60,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090000.70,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090000.80,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090000.90,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090001.00,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090001.10,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090001.20,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090001.30,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090001.40,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090001.50,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090001.60,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090001.70,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090001.80,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090001.90,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090002.00,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090002.10,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090002.20,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090002.30,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090002.40,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090002.50,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090002.60,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090002.70,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090002.80,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090002.90,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090003.00,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090003.10,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090003.20,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090003.30,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090003.40,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090003.50,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090003.60,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090003.70,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090003.80,3116.79675225,N,12128.08194604,E,1,05,2.87,160.00,M,-21.3213,M,,*78
